danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,160.252,RnB
0.487,0.729,2,-6.815,1,0.271,0.0538,4.07E-06,0.44,0.217,182.096,RnB
0.784,0.815,1,-2.703,1,0.298,0.127,0.00E+00,0.0758,0.559,178.119,RnB
0.577,0.447,8,-5.892,1,0.277,0.00627,2.20E-04,0.0899,0.189,148.472,RnB
0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,150.046,RnB
0.774,0.716,8,-4.936,0,0.0438,0.307,0,0.0973,0.579,150.037,RnB
0.409,0.678,9,-7.731,1,0.0878,0.359,4.76E-06,0.167,0.168,179.936,RnB
0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,RnB
0.761,0.892,6,-5.354,1,0.133,0.178,4.19E-05,0.0712,0.935,127.04,RnB
0.684,0.814,10,-5.645,1,0.0613,0.134,0,0.0464,0.821,159.91,RnB
0.779,0.472,11,-7.116,1,0.218,0.0577,0,0.114,0.412,135.051,RnB
0.893,0.676,9,-4.867,0,0.227,0.324,0,0.0968,0.804,125.923,RnB
0.65,0.714,4,-5.318,0,0.038,0.133,0.000187,0.116,0.15,145.059,RnB
0.767,0.689,10,-5.573,0,0.0852,0.103,0.00E+00,0.0786,0.555,154.957,RnB
0.755,0.47,1,-8.72,1,0.139,0.0153,0,0.118,0.0604,152.112,RnB
0.779,0.767,11,-5.462,0,0.258,0.00214,0,0.102,0.523,183.962,RnB
0.797,0.55,9,-4.166,1,0.24,0.513,0,0.0786,0.543,134.206,RnB
0.823,0.783,0,-6.274,1,0.154,0.21,0,0.113,0.199,141.882,RnB
0.749,0.641,6,-5.268,1,0.0444,0.538,0,0.0775,0.409,140.08,RnB
0.737,0.854,3,-6.414,0,0.221,0.0475,0,0.0905,0.65,150.621,RnB
0.773,0.602,10,-6.384,1,0.108,0.194,0.000443,0.141,0.442,149.792,RnB
0.798,0.733,7,-4.811,0,0.0476,0.265,1.25E-06,0.114,0.861,146.046,RnB
0.863,0.576,5,-5.687,0,0.239,0.124,0,0.143,0.832,132.054,RnB
0.874,0.492,9,-7.399,0,0.0604,0.299,0,0.0983,0.587,127.067,RnB
0.863,0.804,1,-6.471,1,0.0569,0.0397,0.0985,0.0502,0.418,139.952,RnB
0.856,0.652,1,-5.324,1,0.143,0.177,0,0.193,0.471,194.034,RnB
0.768,0.701,9,-7.286,1,0.106,0.0286,0,0.075,0.517,163.971,RnB
0.78,0.654,10,-7.641,0,0.076,0.112,0,0.12,0.713,140.007,RnB
0.718,0.767,9,-5.641,1,0.166,0.138,0,0.114,0.519,160.084,RnB
0.888,0.515,1,-6.246,1,0.271,0.247,0,0.446,0.264,141.009,RnB
0.933,0.488,1,-9.327,0,0.149,0.0106,0.00107,0.0958,0.21,142.064,RnB
0.682,0.407,3,-3.528,0,0.028,0.00391,0.558,0.136,0.0653,211.028,RnB
0.689,0.584,1,-5.768,0,0.119,0.339,0,0.297,0.676,156.572,RnB
0.811,0.83,9,-7.015,0,0.0393,0.14,0.00E+00,0.0868,0.883,143.141,RnB
0.735,0.482,8,-9.445,1,0.139,0.00623,0.0144,0.448,0.315,181.995,RnB
0.865,0.624,8,-8.224,1,0.103,0.033,0.00E+00,0.0984,0.396,189.88,RnB
0.587,0.711,1,-6.33,1,0.42,1.71E-01,0,0.125,0.381,196.016,RnB
0.719,0.553,10,-6.043,0,0.0694,0.0386,0.00387,0.135,0.316,193.948,RnB
0.703,0.867,6,-4.292,1,0.0453,0.107,0,0.119,0.546,128.008,RnB
0.649,0.558,4,-5.675,0,0.425,2.06E-01,1.05E-06,0.156,0.15,150.174,RnB
0.599,0.857,7,-5.7,1,0.299,0.0321,0,0.4,0.469,187.985,RnB
0.753,0.905,6,-3.311,0,0.239,0.127,0,0.269,0.585,127.069,RnB
0.665,0.651,1,-5.515,1,0.156,0.0414,0,0.0896,0.237,163.935,RnB
0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,RnB
0.812,0.577,8,-6.133,0,0.366,0.417,0,0.109,0.469,150.043,RnB
0.931,0.387,1,-9.127,1,0.412,0.088,0,0.136,0.376,125.978,RnB
0.747,0.66,1,-7.632,1,0.191,0.323,4.13E-06,0.146,0.319,140.054,RnB
0.86,0.535,6,-8.106,0,0.345,0.283,0,0.117,0.226,178.028,RnB
0.852,0.739,5,-6.015,0,0.434,0.0472,0,0.195,0.437,139.904,RnB
0.428,0.403,5,-5.914,0,0.209,0.229,0,0.22,0.133,190.774,RnB
0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,RnB
0.506,0.693,0,-7.265,0,0.0412,0.584,9.58E-05,0.0891,0.221,139.912,RnB
0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,RnB
0.731,0.588,3,-5.217,1,0.0749,0.334,0,0.278,0.449,160.038,RnB
0.769,0.479,1,-5.339,1,0.0385,0.66,0,0.0914,0.803,192.102,RnB
0.874,0.426,0,-10.448,0,0.463,0.0132,0,0.101,0.489,140.106,RnB
0.798,0.553,10,-6.296,0,0.348,0.102,0,0.113,0.158,144.052,RnB
0.552,0.76,0,-4.706,1,0.342,0.0733,0,0.0865,0.639,135.702,RnB
0.652,0.678,2,-6.183,1,0.0541,0.183,3.26E-05,0.106,0.28,145.978,RnB
0.529,0.871,10,-5.831,1,0.155,0.118,0.000164,0.115,0.272,189.837,RnB
0.754,0.575,4,-8.393,0,0.0682,0.045,0.00131,0.276,0.491,172.018,RnB
0.875,0.644,1,-6.554,1,0.222,0.267,0,0.125,0.788,139.086,RnB
0.487,0.789,8,-3.69,1,0.044,0.00947,4.05E-06,0.189,0.0564,150.007,RnB
0.69,0.881,5,-4.297,0,0.284,0.128,0,0.0927,0.503,169.973,RnB
0.971,0.465,1,-5.655,1,0.23,0.0295,0,0.097,0.131,119.994,RnB
0.607,0.713,5,-6.206,1,0.243,0.166,0,0.769,0.482,134.994,RnB
0.595,0.657,1,-6.498,0,0.183,0.462,0.000597,0.437,0.718,156.093,RnB
0.805,0.719,8,-7.643,1,0.324,0.0288,0,0.327,0.906,137.096,RnB
0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,200.03,RnB
0.699,0.558,11,-7.622,1,0.0603,0.462,0,0.116,0.493,159.984,RnB
0.682,0.69,11,-9.462,1,0.378,0.00271,0.00188,0.191,0.615,110.657,RnB
0.94,0.373,0,-6.228,1,0.103,0.203,7.19E-05,0.175,0.54,108.996,RnB
0.907,0.637,10,-5.498,1,0.117,0.0713,0,0.0816,0.496,130.012,RnB
0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,RnB
0.734,0.746,7,-7.797,1,0.0542,0.000799,0,0.119,0.562,168.354,RnB
0.625,0.479,1,-8.768,1,0.272,0.0562,0,0.0715,0.555,196.054,RnB
0.648,0.631,4,-5.662,0,0.103,0.377,0,0.12,0.142,211.978,RnB
0.693,0.576,0,-6.955,1,0.0868,0.0975,0,0.207,0.691,159.978,RnB
0.901,0.522,2,-8.304,1,0.33,0.0114,0,0.259,0.329,208.106,RnB
0.754,0.342,10,-8.677,0,0.0991,0.073,0,0.193,0.423,128.981,RnB
0.94,0.335,5,-10.179,0,0.505,0.17,0,0.262,0.707,120.04,RnB
0.901,0.352,2,-10.038,1,0.0916,0.585,0,0.122,0.199,111.065,RnB
0.738,0.629,6,-4.882,0,0.0495,0.268,0.00114,0.163,0.319,146.067,RnB
0.792,0.454,9,-6.753,1,0.458,0.00422,0,0.285,0.674,161.993,RnB
0.838,0.468,1,-12.661,1,0.295,0.0795,0,0.145,0.633,197.966,RnB
0.886,0.542,1,-5.424,1,0.338,0.113,0,0.151,0.314,167.038,RnB
0.744,0.385,6,-8.129,0,0.602,0.104,2.43E-05,0.124,0.228,160.033,RnB
0.492,0.698,1,-5.606,1,0.171,0.0524,0,0.428,0.288,139.953,RnB
0.72,0.816,5,-3.313,1,0.143,0.207,0,0.813,0.487,125.074,RnB
0.828,0.37,7,-7.441,0,0.26,0.484,0,0.119,0.549,149.964,RnB
0.792,0.743,7,-2.806,1,0.0851,0.107,0,0.183,0.742,150.024,RnB
0.646,0.503,11,-7.218,1,0.0402,0.097,0,0.13,0.509,158.027,RnB
0.8,0.578,4,-5.144,0,0.0485,0.00381,0,0.359,0.367,143.01,RnB
0.85,0.785,8,-4.963,0,0.345,0.0367,0,0.155,0.718,145.063,RnB
0.766,0.809,1,-6.123,1,0.279,0.0011,0,0.168,0.325,130.127,RnB
0.58,0.577,2,-5.997,0,0.2,0.125,0,0.086,0.153,198.566,RnB
0.743,0.87,1,-2.188,1,0.212,0.0595,0,0.299,0.884,198.158,RnB
0.918,0.632,1,-6.979,1,0.278,0.0236,0,0.378,0.396,184.022,RnB
0.732,0.65,1,-5.852,1,0.265,0.0244,0.00021,0.127,0.453,125.2,RnB
0.9,0.653,1,-6.962,0,0.289,0.0945,0,0.528,0.399,112.503,RnB
0.638,0.717,2,-4.722,1,0.0337,0.346,0,0.105,0.249,200.054,RnB
0.909,0.405,6,-8.133,0,0.14,0.0306,6.98E-03,0.105,0.455,154.984,RnB
0.836,0.703,0,-4.732,1,0.107,0.0301,0,0.124,0.213,144.959,RnB
0.885,0.543,2,-6.338,1,0.2,3.11E-02,0,0.154,0.43,198.052,RnB
0.79,0.629,8,-4.055,1,0.142,0.182,7.06E-06,0.338,0.267,170.023,RnB
0.958,0.705,1,-4.916,1,0.167,0.204,2.02E-05,0.115,0.516,124.997,RnB
0.776,0.515,10,-7.415,0,0.411,0.137,0,0.321,0.448,162.488,RnB
0.843,0.546,8,-7.714,1,0.464,0.0195,0,0.374,0.427,159.104,RnB
0.856,0.694,2,-4.393,1,0.169,0.371,0.00E+00,0.109,0.489,122.08,RnB
0.733,0.63,11,-4.296,1,0.395,0.13,0,0.162,0.832,149.989,RnB
0.861,0.637,8,-5.692,0,0.24,0.0515,3.35E-06,0.0967,0.474,196.088,RnB
0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,RnB
0.767,0.678,0,-6.249,1,0.054,0.0221,4.82E-05,0.258,0.217,121.01,RnB
0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,204.126,RnB
0.84,0.539,7,-6.146,1,0.0965,0.0423,1.34E-06,0.124,0.07,140.016,RnB
0.753,0.686,1,-5.415,0,0.284,6.77E-02,0,0.193,0.886,132.055,RnB
0.729,0.656,0,-8.56,1,0.0432,0.0613,0,0.0874,0.492,159.968,RnB
0.655,0.607,7,-5.815,0,0.0862,0.554,0,0.115,0.2,149.033,RnB
0.814,0.497,9,-7.405,0,0.0784,0.122,0,0.11,0.344,140.888,RnB
0.822,0.382,1,-11.731,1,0.194,0.168,2.91E-05,0.0875,0.254,147.122,RnB
0.693,0.879,0,-3.988,1,0.0578,1.93E-01,0,0.124,0.753,127.457,RnB
0.889,0.84,10,-9.281,0,0.0741,0.0144,3.36E-06,0.046,0.697,124.62,RnB
0.794,0.51,9,-7.314,1,0.42,0.0505,1.81E-06,0.0562,0.18,167.879,RnB
0.843,0.734,1,-5.383,1,0.12,0.04,0,0.143,0.0421,213.952,RnB
0.759,0.853,7,-6.963,1,0.278,0.0124,0.000339,0.141,0.462,129.896,RnB
0.542,0.914,0,-4.747,0,0.113,0.0161,0,0.744,0.576,153.993,RnB
0.901,0.464,5,-9.789,0,0.0645,0.368,1.71E-05,0.238,0.638,109.004,RnB
0.853,0.637,3,-5.924,0,0.331,0.129,0,0.267,0.496,172.096,RnB
0.656,0.542,7,-7.358,1,0.323,0.0484,0,0.106,0.551,166.11,RnB
0.71,0.814,10,-4.575,1,0.0561,0.162,0,0.16,0.714,155.02,RnB
0.671,0.565,11,-7.401,0,0.16,0.274,6.51E-05,0.37,0.561,150.014,RnB
0.837,0.577,1,-7.362,1,0.246,0.303,0,0.119,0.759,150.066,RnB
0.765,0.704,5,-4.589,0,0.127,0.0215,0,0.227,0.498,147.055,RnB
0.618,0.845,2,0.175,1,0.132,0.114,0,0.415,0.486,171.921,RnB
0.576,0.766,10,-4.943,0,0.449,0.028,1.68E-06,0.366,0.236,144.833,RnB
0.966,0.321,0,-9.768,1,0.0542,0.00286,0.0849,0.0757,0.35,118.994,RnB
0.761,0.685,6,-4.231,0,0.0597,0.0145,5.73E-06,0.103,0.56,150.036,RnB
0.811,0.624,5,-6.972,0,0.478,0.166,0,0.0833,0.428,157.945,RnB
0.9,0.385,1,-12.189,0,0.435,0.371,0,0.142,0.488,199.928,RnB
0.81,0.353,6,-9.931,0,0.31,0.588,0,0.102,0.0727,176.062,RnB
0.81,0.458,4,-7.495,0,0.105,0.266,0,0.174,0.493,125.049,RnB
0.663,0.555,1,-6.683,1,0.061,0.0142,0.00601,0.423,0.188,134.049,RnB
0.92,0.458,5,-5.643,0,0.315,0.0171,0,0.107,0.403,132.992,RnB
0.801,0.578,1,-7.148,1,0.201,0.0728,0,0.185,0.126,200.064,RnB
0.87,0.35,1,-6.082,1,0.277,0.00661,0.000483,0.108,0.175,149.926,RnB
0.936,0.495,1,-6.062,1,0.229,0.0254,0,0.087,0.299,139.951,RnB
0.964,0.487,10,-6.071,0,0.421,0.00127,6.57E-06,0.115,0.107,127.05,RnB
0.73,0.567,1,-8.085,0,0.0587,0.000319,8.54E-06,0.105,0.171,119.997,RnB
0.762,0.547,7,-10.71,0,0.0871,0.0343,0,0.135,0.509,172.05,RnB
0.859,0.573,7,-6.24,1,0.387,0.101,0,0.0922,0.4,150.003,RnB
0.785,0.554,0,-6.571,1,0.0409,0.283,3.40E-06,0.116,0.144,128.047,RnB
0.895,0.49,4,-6.441,0,0.113,0.355,0,0.315,0.374,124.954,RnB
0.932,0.658,1,-7.708,0,0.353,0.207,0,0.118,0.695,109.973,RnB
0.921,0.586,8,-7.77,1,0.406,0.264,0,0.119,0.657,192.084,RnB
0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75E-06,0.109,0.039,211.91,RnB
0.769,0.807,11,-2.966,1,0.306,0.0515,0,0.111,0.364,164.844,RnB
0.638,0.6,1,-5.84,0,0.0438,0.114,0,0.187,0.0399,203.962,RnB
0.71,0.648,8,-7.31,1,0.231,9.04E-02,0,0.266,0.41,160.061,RnB
0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,172.006,RnB
0.791,0.587,3,-5.075,0,0.0413,0.407,0,0.148,0.536,192.114,RnB
0.82,0.691,6,-6.646,0,0.0723,1.15E-02,0,0.344,0.683,142.027,RnB
0.581,0.662,9,-5.239,1,0.303,1.53E-02,0,0.111,0.434,186.046,RnB
0.883,0.483,11,-8.728,1,0.329,0.00688,5.41E-06,0.0929,0.401,163.998,RnB
0.736,0.67,10,-6.702,1,0.311,0.186,0,0.114,0.845,130.032,RnB
0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,RnB
0.736,0.622,6,-4.653,0,0.133,0.0235,0,0.151,0.506,191.971,RnB
0.745,0.715,1,-3.368,0,0.245,0.128,0,0.182,0.342,189.026,RnB
0.89,0.607,9,-6.916,0,0.124,0.158,0.000228,0.118,0.224,134.022,RnB
0.833,0.539,11,-7.399,0,0.178,0.163,2.10E-06,0.101,0.385,199.894,RnB
0.612,0.601,8,-7.089,1,0.164,0.168,0,0.117,0.525,147.018,RnB
0.79,0.518,8,-6.571,1,0.212,0.0936,0,0.357,0.487,195.972,RnB
0.876,0.608,8,-6.019,1,0.109,0.0227,1.16E-05,0.107,0.258,124.983,RnB
0.732,0.47,0,-7.601,0,0.244,0.000279,0,0.119,0.411,159.936,RnB
0.769,0.427,0,-6.105,1,0.316,0.386,0,0.0731,0.0393,149.956,RnB
0.73,0.551,2,-9.427,0,0.0336,0.38,2.09E-05,0.0883,0.542,189.84,RnB
0.812,0.525,1,-8.798,1,0.124,0.255,0,0.325,0.564,145.016,RnB
0.831,0.795,1,-6.186,1,0.264,0.221,0,0.291,0.744,160.063,RnB
0.942,0.383,10,-8.099,1,0.565,0.00195,0,0.0922,0.38,200.042,RnB
0.772,0.812,0,-3.995,0,0.153,0.0834,0,0.115,0.655,194.814,RnB
0.832,0.439,4,-9.594,0,0.0996,0.606,5.45E-06,0.11,0.53,145.004,RnB
0.772,0.413,0,-8.193,0,0.089,0.0361,0,0.111,0.211,131.965,RnB
0.888,0.43,9,-6.728,1,0.588,0.0786,1.58E-06,0.132,0.45,120.088,RnB
0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,RnB
0.819,0.616,1,-5.534,1,0.167,0.0599,0,0.143,0.524,174.986,RnB
0.734,0.683,1,-6.105,1,0.0776,0.013,0,0.28,0.445,162.038,RnB
0.68,0.559,0,-5.545,1,0.129,0.172,0,0.318,0.137,202.006,RnB
0.71,0.888,2,-6.457,1,0.235,0.0591,0,0.134,0.816,170.193,RnB
0.819,0.462,0,-9.638,0,0.485,0.814,1.62E-05,0.318,0.5,159.873,RnB
0.881,0.623,1,-9.662,1,0.119,0.257,1.50E-06,0.0964,0.745,177.906,RnB
0.68,0.313,3,-13.672,0,0.0347,0.582,0,0.19,0.405,135.034,RnB
0.875,0.587,8,-7.565,1,0.384,0.0141,0,0.19,0.586,146.015,RnB
0.906,0.382,10,-12.89,0,0.269,0.18,0,0.113,0.391,208.05,RnB
0.947,0.695,8,-8.892,1,0.0788,0.00407,0,0.0938,0.823,117.016,RnB
0.658,0.621,1,-5.725,1,0.231,0.0667,2.46E-06,0.142,0.817,182.534,RnB
0.868,0.646,1,-4.674,0,0.288,0.303,0,0.284,0.67,177.282,RnB
0.875,0.843,7,-3.772,1,0.0368,0.00469,0.00381,0.106,0.733,110.792,RnB
0.8,0.663,2,-3.832,1,0.0324,0.048,0,0.252,0.472,183.868,RnB
0.747,0.696,0,-14.737,0,0.0631,0.0409,0,0.181,0.674,119.954,RnB
0.783,0.58,6,-7.398,0,0.298,0.0817,0,0.0831,0.762,186.052,RnB
0.749,0.745,2,-10.625,1,0.164,0.000501,0.00403,0.333,0.481,203.944,RnB
0.808,0.835,1,-4.586,0,0.273,0.00344,0,0.174,0.639,206.764,RnB
0.439,0.808,1,-6.881,1,0.346,0.00305,0,0.439,0.487,165.924,RnB
0.87,0.712,11,-6.313,0,0.0432,0.0202,0.000331,0.0576,0.877,121.057,RnB
0.911,0.523,8,-4.55,0,0.0457,0.121,3.43E-05,0.0939,0.968,185.796,RnB
0.819,0.768,8,-8.522,1,0.134,0.234,0,0.334,0.964,139.982,RnB
0.835,0.68,1,-6.02,0,0.21,0.1,0,0.049,0.889,191.016,RnB
0.635,0.751,1,-5.055,0,0.357,0.116,0,0.0951,0.591,126.806,RnB
0.82,0.854,1,-4.153,1,0.22,0.239,0,0.359,0.574,205.246,RnB
0.55,0.779,0,-3.841,1,0.211,0.0135,0,0.333,0.315,150.069,RnB
0.846,0.472,1,-6.708,0,0.142,0.0269,0,0.388,0.239,202.01,RnB
0.747,0.525,6,-7.164,0,0.313,0.0531,0,0.039,0.699,189.898,RnB
0.703,0.76,5,-6.054,0,0.17,0.116,0,0.213,0.894,181.978,RnB
0.824,0.879,5,-3.581,0,0.118,0.11,0,0.146,0.662,140.097,RnB
0.845,0.884,6,-4.506,0,0.0759,0.0128,2.10E-06,0.203,0.904,209.072,RnB
0.917,0.578,11,-7.944,1,0.163,0.0261,0,0.06,0.762,200.388,RnB
0.939,0.498,5,-10.94,0,0.161,0.0444,0.00128,0.0475,0.801,113.053,RnB
0.826,0.647,5,-6.306,0,0.0491,0.0277,1.52E-06,0.298,0.872,204.034,RnB
0.802,0.682,1,-5.924,0,0.222,0.111,1.39E-05,0.109,0.586,123.95,RnB
0.681,0.463,6,-6.542,0,0.289,0.128,0,0.0769,0.661,165.84,RnB
0.747,0.929,6,-3.924,1,0.237,0.084,0,0.135,0.532,201.884,RnB
0.892,0.628,1,-3.832,1,0.216,0.169,0,0.102,0.676,184.126,RnB
0.725,0.534,11,-6.238,1,0.0946,0.0752,0,0.0919,0.558,183.948,RnB
0.584,0.681,1,-5.084,0,0.0781,0.495,0,0.289,0.821,159.404,RnB
0.722,0.548,0,-7.299,1,0.0389,0.0245,1.65E-05,0.268,0.418,144.993,RnB
0.524,0.845,9,-4.912,1,0.348,0.0115,0,0.434,0.553,196.776,RnB
0.57,0.821,2,-4.38,1,0.267,0.178,0,0.289,0.408,210.857,RnB
0.899,0.724,4,-6.091,0,0.138,0.168,0.00029,0.051,0.84,201.958,RnB
0.704,0.7,1,-5.609,0,0.341,0.0173,0,0.0707,0.645,185.016,RnB
0.725,0.825,7,-5.54,1,0.355,0.339,0.00E+00,0.0913,0.79,197.926,RnB
0.814,0.899,1,-5.958,1,0.0637,7.27E-03,0.219,0.0979,0.545,119.011,RnB
0.766,0.882,2,-1.478,1,0.281,0.0289,0,0.299,0.43,189.958,RnB
0.796,0.617,5,-6.198,0,0.0619,0.00824,0,0.0495,0.72,207.716,RnB
0.762,0.661,1,-6.075,0,0.0687,1.50E-01,0,0.256,0.769,130.009,RnB
0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,RnB
0.641,0.63,8,-6.393,1,0.0521,0.0372,0,0.4,0.415,159.91,RnB
0.657,0.941,8,-3.919,0,0.061,0.0476,0,0.0797,0.879,136.202,RnB
0.668,0.673,1,-5.714,1,0.145,0.48,0,0.194,0.727,171.812,RnB
0.794,0.614,5,-5.352,0,0.0467,0.0964,0,0.0788,0.663,161.138,RnB
0.721,0.737,5,-2.734,0,0.0324,0.121,0,0.165,0.931,195.992,RnB
0.788,0.803,8,-4.708,0,0.0904,0.202,0,0.257,0.848,143.038,RnB
0.679,0.509,4,-7.31,1,0.0617,0.0856,0,0.438,0.534,144.29,RnB
0.884,0.657,6,-4.569,0,0.0977,0.00589,0,0.154,0.489,214.118,RnB
0.593,0.956,10,-4.001,0,0.32,0.0943,0,0.0267,0.865,126.422,RnB
0.814,0.779,11,-3.271,1,0.235,0.175,0.000671,0.0605,0.544,186.86,RnB
0.787,0.728,0,-7.705,1,0.218,0.0124,0,0.157,0.94,173.026,RnB
0.92,0.891,3,-2.398,0,0.253,0.0313,0,0.083,0.311,190.59,RnB
0.922,0.573,9,-5.161,1,0.277,0.131,0,0.305,0.66,187.858,RnB
0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,182.062,RnB
0.955,0.728,9,-4.862,0,0.122,0.219,0,0.0612,0.922,214.164,RnB
0.859,0.495,2,-5.938,0,0.0538,0.0349,1.51E-05,0.0399,0.778,192.86,RnB
0.879,0.759,1,-4.075,1,0.298,0.0556,0,0.0338,0.661,212.07,RnB
0.72,0.709,7,-10.15,1,0.249,0.27,0,0.534,0.817,191.73,RnB
0.832,0.73,9,-4.2,1,0.322,0.123,0,0.141,0.928,178.485,RnB
0.79,0.68,7,-7.807,1,0.153,0.0313,0,0.194,0.813,200.884,RnB
0.738,0.766,0,-4.631,0,0.0272,0.185,0,0.397,0.78,109.997,RnB
0.83,0.794,1,-2.487,1,0.033,0.0182,0,0.431,0.907,122.968,RnB
0.763,0.742,6,-10.975,0,0.188,0.0984,0,0.38,0.483,196.29,RnB
0.844,0.754,6,-5.46,1,0.207,0.00833,3.42E-06,0.0575,0.961,200.004,RnB
0.741,0.759,0,-5.096,0,0.12,0.0218,0,0.628,0.362,194.168,RnB
0.763,0.703,0,-4.69,1,0.0586,0.00667,1.20E-05,0.129,0.427,108.963,RnB
0.85,0.551,0,-6.596,1,0.0717,0.0443,0,0.329,0.679,189.502,RnB
0.801,0.645,1,-6.93,1,0.0356,0.0457,0,0.0357,0.824,110.01,RnB
0.689,0.478,1,-9.142,1,0.231,0.0881,2.45E-06,0.357,0.774,182.078,RnB
0.793,0.832,1,-4.861,0,0.0405,0.265,6.84E-06,0.207,0.865,215.294,RnB
0.644,0.518,7,-10.02,1,0.0805,0.00646,1.33E-06,0.158,0.464,169.799,RnB
0.452,0.574,6,-8.336,1,0.31,0.246,0,0.189,0.58,185.582,RnB
0.657,0.588,8,-6.005,1,0.0272,0.0252,0,0.0884,0.105,118.021,RnB
0.63,0.782,8,-5.44,0,0.132,0.0828,0,0.034,0.418,140.144,RnB
0.85,0.707,7,-6.507,1,0.0482,0.0638,2.58E-06,0.252,0.725,203.736,RnB
0.742,0.948,0,-4.445,0,0.0894,0.123,0,0.112,0.615,130.022,RnB
0.801,0.454,2,-6.035,1,0.0371,0.225,0,0.226,0.34,125.139,RnB
0.87,0.693,10,-4.571,0,0.0593,0.0624,0,0.153,0.37,128.029,RnB
0.713,0.746,0,-4.99,1,0.259,0.0402,0,0.601,0.47,135.021,RnB
0.919,0.687,7,-4.405,1,0.223,0.0746,0,0.3,0.633,210.076,RnB
0.752,0.921,5,-4.321,0,0.0696,0.0182,0,0.256,0.634,115.033,RnB
0.644,0.746,7,-4.941,1,0.341,7.10E-03,1.22E-05,0.0743,0.355,210.506,RnB
0.925,0.737,8,-1.292,1,0.0777,0.092,0,0.169,0.603,133.946,RnB
0.469,0.865,6,-4.179,1,0.332,0.118,0,0.0992,0.516,184.09,RnB
0.818,0.972,10,-6.032,0,0.0502,0.0521,4.70E-05,0.168,0.891,114.315,RnB
0.875,0.631,1,-3.475,1,0.099,0.00542,2.54E-06,0.127,0.549,120.002,RnB
0.737,0.833,1,-4.879,1,0.0358,0.000798,0.12,0.228,0.764,132.965,RnB
0.703,0.813,11,-4.517,0,0.0574,0.0884,0,0.219,0.717,124.904,RnB
0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,152,RnB
0.722,0.566,2,-4.129,1,0.142,0.182,0.00035,0.309,0.438,184.045,RnB
0.689,0.566,5,-6.897,1,0.206,0.168,5.87E-05,0.082,0.449,174.066,RnB
0.829,0.688,8,-7.652,1,0.0978,0.0142,2.05E-06,0.0461,0.869,187.714,RnB
0.852,0.673,11,-4.86,1,0.0714,0.0251,0,0.0809,0.797,125.829,RnB
0.669,0.886,8,-4.699,1,0.0286,0.00186,0,0.272,0.636,122.057,RnB
0.915,0.802,9,-3.175,1,0.199,0.154,0,0.136,0.965,140.092,RnB
0.735,0.824,10,-4.143,0,0.036,0.615,0,0.158,0.726,200.404,RnB
0.615,0.711,11,-5.507,1,0.0779,0.0444,0,0.145,0.711,144.036,RnB
0.442,0.83,9,-4.02,1,0.146,0.128,0,0.129,0.578,178.676,RnB
0.429,0.757,1,-2.912,1,0.0306,0.14,0,0.144,0.538,165.034,RnB
0.949,0.79,8,-5.957,1,0.0756,0.00437,0,0.0816,0.807,117.002,RnB
0.66,0.707,6,-5.758,1,0.208,0.397,0,0.211,0.761,178.558,RnB
0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,207.004,RnB
0.888,0.632,1,-3.872,1,0.219,0.19,0,0.101,0.662,183.958,RnB
0.699,0.929,1,-3.466,1,0.523,0.0983,0,0.0491,0.679,126.885,RnB
0.657,0.446,1,-12.039,1,0.295,0.0925,0,0.0756,0.629,162.78,RnB
0.782,0.755,7,-7.759,1,0.112,0.0873,7.16E-06,0.361,0.742,148.04,RnB
0.832,0.87,8,-4.2,0,0.166,0.269,0,0.415,0.577,137.998,RnB
0.643,0.663,0,-8.237,1,0.265,0.351,0,0.127,0.181,180.158,RnB
0.744,0.796,11,-6.206,0,0.231,0.0307,0,0.139,0.525,139.066,RnB
0.941,0.631,1,-5.998,0,0.114,0.0366,1.80E-06,0.0311,0.63,128.597,RnB
0.68,0.687,9,-6.162,0,0.0709,0.0161,0,0.261,0.467,150.053,RnB
0.482,0.661,0,-8.646,0,0.323,0.185,0,0.0804,0.246,188.002,RnB
